Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Tested,AgeClass,Country,Glossbrenner,Federation,Date,MeetCountry,MeetState,MeetName
Zack Shoebottom,M,BD,Raw,25,Open,101.42,110,,,,,,174.63,188.24,-197.31,,188.24,272.16,294.84,-310.71,,294.84,483.08,1,292.37,292.37,No,24-34,,280.87,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Les Scroggins,M,BD,Raw,65,Masters 65-69,80.56,82.5,,,,,,83.91,92.99,97.52,102.06,97.52,124.74,147.42,158.76,,158.76,256.28,1,174.2,257.81,Yes,65-69,,168.25,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Roger Walters,M,BD,Raw,56,Masters 55-59,110.27,125,,,,,,183.7,-192.78,,,183.7,226.8,249.48,272.16,,272.16,455.86,1,268.07,334.01,Yes,55-59,USA,256.77,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Chris Hart,M,BD,Raw,40,Masters 40-44,120.47,125,,,,,,167.83,181.44,192.78,,192.78,192.78,226.8,249.48,,249.48,442.25,1,254.03,254.03,Yes,40-44,,242.39,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Daniel Sanderson,M,BD,Raw,47,Masters 45-49,122.47,125,,,,,,158.76,-170.1,170.1,,170.1,158.76,183.7,199.58,,199.58,369.68,2,211.57,228.92,Yes,45-49,,201.72,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Leon McLean,M,B,Raw,73,Veterans,98.43,100,,,,,,133.81,142.88,-151.95,,142.88,,,,,,142.88,1,87.52,153.68,Yes,70-74,,84.15,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Carl Smith,M,B,Raw,22,Open,71.67,75,,,,,,136.08,145.15,-151.95,,145.15,,,,,,145.15,1,106.86,107.93,Yes,20-23,,103.48,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Scotty Clark,M,B,Raw,36,Open,108.59,110,,,,,,201.85,-215.46,-215.46,,201.85,,,,,,201.85,1,119.27,119.27,Yes,35-39,USA,114.31,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Leon McLean,M,B,Raw,73,Masters 70-74,98.43,100,,,,,,133.81,142.88,-151.95,,142.88,,,,,,142.88,1,87.52,153.68,Yes,70-74,,84.15,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Carl Smith,M,B,Raw,22,Juniors 20-23,71.67,75,,,,,,136.08,145.15,-151.95,,145.15,,,,,,145.15,1,106.86,107.93,Yes,20-23,,103.48,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Roger Walters,M,D,Raw,56,Masters 55-59,110.27,125,,,,,,,,,,,226.8,249.48,272.16,,272.16,272.16,1,160.04,199.42,Yes,55-59,USA,153.3,APA,20/01/2018,USA,AR,Arkansas Open Raw Championships
Stephanie Mattina,F,SBD,Wraps,32,Open,46.72,48,63.5,70.31,79.38,,79.38,45.36,47.63,52.16,,52.16,74.84,83.91,92.99,,92.99,224.53,1,303.27,303.27,No,24-34,,270.47,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Raven Larken,F,SBD,Wraps,24,Open,68.49,75,83.91,-95.25,106.59,,106.59,38.56,45.36,-52.16,,45.36,115.67,120.2,129.27,,129.27,281.23,1,284.07,284.07,No,24-34,,250.52,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Jessica Cuba,F,SBD,Wraps,38,Open,83.1,90,111.13,120.2,129.27,,129.27,56.7,61.23,-65.77,,61.23,129.27,142.88,151.95,,151.95,342.46,1,307.05,307.05,No,35-39,,268.64,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Samantha Byington,F,SBD,Wraps,30,Open,90.9,100,120.2,129.27,136.08,,136.08,-61.23,-72.57,72.57,,72.57,136.08,151.95,161.03,-170.1,161.03,369.68,1,318.13,318.13,No,24-34,,276.26,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Lynette Ritchie,F,SBD,Wraps,53,Open,112.13,90,136.08,145.15,158.76,,158.76,83.91,92.99,-102.06,,92.99,158.76,172.37,181.44,,181.44,433.18,1,350.82,415.37,No,50-54,USA,298.37,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Lynette Ritchie,F,SBD,Wraps,53,Masters 50-54,112.13,90,136.08,145.15,158.76,,158.76,83.91,92.99,-102.06,,92.99,158.76,172.37,181.44,,181.44,433.18,1,350.82,415.37,No,50-54,USA,298.37,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Stacie Korte,F,SBD,Wraps,56,Masters 55-59,81.92,82.5,74.84,-79.38,83.91,,83.91,-52.16,58.97,-65.77,,58.97,83.91,92.99,102.06,113.4,102.06,244.94,1,221.26,275.69,No,55-59,,193.76,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Jessica Cuba,F,SBD,Wraps,38,Submasters 33-39,83.1,90,111.13,120.2,129.27,,129.27,56.7,61.23,-65.77,,61.23,129.27,142.88,151.95,156.49,151.95,342.46,1,307.05,307.05,No,35-39,,268.64,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Lori Ventimiglia,F,SBD,Wraps,37,Submasters 33-39,80.74,82.5,90.72,-99.79,99.79,,99.79,45.36,49.9,54.43,,54.43,102.06,111.13,120.2,,120.2,274.42,1,249.83,249.83,No,35-39,,218.98,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Bree Urech-Boyle,F,SBD,Wraps,35,Submasters 33-39,79.2,82.5,120.2,124.74,-129.27,,124.74,-58.97,-58.97,-58.97,,,113.4,124.74,142.88,,142.88,,DQ,,,No,35-39,,,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Jazsmine DeClue,F,SBD,Wraps,22,Juniors 20-23,72.57,75,83.91,92.99,-102.06,,92.99,38.56,45.36,-49.9,,45.36,115.67,129.27,140.61,,140.61,278.96,1,270.86,273.57,No,20-23,,238.53,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Justin Williams,M,SBD,Wraps,29,Open,87.82,90,181.44,190.51,204.12,,204.12,124.74,131.54,138.35,,138.35,199.58,213.19,226.8,,226.8,569.26,1,368.09,368.09,No,24-34,USA,354.9,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Mark Albenesius,M,SBD,Wraps,29,Open,138.8,140,242.67,256.28,267.62,,267.62,142.88,151.95,161.03,,161.03,265.35,283.5,-297.1,,283.5,712.14,1,398.47,398.47,No,24-34,,377.65,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Dominic Dunnavant,M,SBD,Wraps,45,Masters 45-49,88.36,90,-190.51,199.58,201.85,,201.85,145.15,151.95,154.22,,154.22,210.92,226.8,231.33,,231.33,587.4,1,378.58,399.4,No,45-49,,364.98,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Nathanyel Jackson,M,SBD,Wraps,16,Teen 16-17,90.72,100,-181.44,,,,,,,,,,,,,,,,DQ,,,No,16-17,,,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Cole Sensel,M,SBD,Wraps,15,Teen 13-15,66.59,67.5,92.99,104.33,111.13,,111.13,58.97,68.04,74.84,,74.84,122.47,133.81,142.88,147.42,142.88,328.85,1,256.34,302.48,No,13-15,,248.75,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Jason Jones,M,SBD,Wraps,14,Teen 13-15,98.07,100,102.06,111.13,120.2,,120.2,52.16,56.7,63.5,,63.5,142.88,156.49,165.56,174.63,165.56,349.27,1,214.27,263.55,No,13-15,,206.04,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Spencer Vaka,M,SBD,Wraps,13,Teen 13-15,57.42,60,40.82,49.9,56.7,-58.97,56.7,29.48,-34.02,-36.29,,29.48,70.31,74.84,79.38,86.18,79.38,165.56,1,147.12,188.31,No,13-15,,143.66,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Quinn Vaka,M,SBD,Wraps,8,Youth 8-10,35.92,39,24.95,29.48,31.75,34.02,31.75,15.88,20.41,-22.68,,20.41,43.09,49.9,54.43,58.97,54.43,106.59,1,142.34,220.63,No,Unknown,,143.05,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Michayla Brockert,F,BD,Raw,19,Teen 18-19,79.56,82.5,,,,,,52.16,56.7,63.5,68.04,63.5,102.06,111.13,120.2,127.01,120.2,183.7,1,168.61,175.35,No,18-19,,147.91,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Kyle Evans,M,B,Raw,26,Open,127.69,140,,,,,,199.58,213.19,-226.8,,213.19,,,,,,213.19,1,120.98,120.98,No,24-34,,115.11,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Bree Urech-Boyle,F,D,Raw,35,Submasters 33-39,79.2,82.5,,,,,,,,,,,113.4,124.74,142.88,,142.88,142.88,1,131.48,131.48,No,35-39,,115.37,APA,27/01/2018,USA,MO,Show Me State Iron Bash
Beverley Rodgers,F,B,Single-ply,45.5,F-E-M1,62.8,63,,,,,,105,-112.5,112.5,,112.5,,,,,,112.5,1,121.11,127.77,Yes,45-49,,106.95,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Wendie Kirkland,F,B,Single-ply,,F-E-M1,71,72,,,,,,92.5,100,-105,,100,,,,,,100,1,98.52,98.52,Yes,Unknown,UK,86.82,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Rebecca Williams,F,B,Single-ply,41.5,F-E-M1,79,84,,,,,,90,95,-115,,95,,,,,,95,1,87.54,88.42,Yes,40-44,UK,76.83,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Jo Whiteley,F,B,Single-ply,47,F-E-M1,115.5,84,,,,,,135,-147.5,151,,151,,,,,,151,1,121.59,131.56,Yes,45-49,UK,103.25,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Jacqueline Gough,F,B,Single-ply,40.5,F-E-M1,152,84,,,,,,-137.5,137.5,-151,,137.5,,,,,,137.5,2,105.69,105.69,Yes,40-44,UK,88.55,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Alana Pash,F,B,Single-ply,32.5,F-E-Snr,60.8,63,,,,,,80,85,-90,,85,,,,,,85,1,93.8,93.8,Yes,24-34,UK,82.86,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Clare Patterson,F,B,Single-ply,,F-E-Snr,71.8,72,,,,,,115,125,-130,,125,,,,,,125,1,122.23,122.23,Yes,Unknown,,107.68,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Kimberley Cowell,F,B,Single-ply,,F-E-Snr,71.8,72,,,,,,115,120,-125,,120,,,,,,120,2,117.34,117.34,Yes,Unknown,UK,103.37,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Orla Mahon,F,B,Single-ply,33.5,F-E-Snr,82.8,84,,,,,,90,95,100,,100,,,,,,100,1,89.83,89.83,Yes,24-34,UK,78.61,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Sarah Bouskill,F,B,Single-ply,38.5,F-E-Snr,118.9,84,,,,,,-130,-130,-135,,,,,,,,,DQ,,,Yes,35-39,UK,,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Jim McGill,M,B,Single-ply,,M-E-M4,81.7,83,,,,,,90,92.5,95,,95,,,,,,95,1,64.02,64.02,Yes,Unknown,,61.81,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Tom Collins,M,B,Single-ply,,M-E-M4,104.8,105,,,,,,175,-185,-185,,175,,,,,,175,1,104.64,104.64,Yes,Unknown,,100.42,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Stan Macrow,M,B,Single-ply,68.5,M-E-M3,70.6,74,,,,,,65,72.5,80,,80,,,,,,80,1,59.56,93.87,Yes,65-69,,57.7,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Glyn Belsher,M,B,Single-ply,59.5,M-E-M3,92.8,93,,,,,,130,140,145,,145,,,,,,145,1,91.18,119.9,Yes,Unknown,UK,87.81,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Robert Baxter,M,B,Single-ply,,M-E-M3,103.6,105,,,,,,140,150,-155,,150,,,,,,150,1,90.06,90.06,Yes,Unknown,,86.46,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Allan Hulme,M,B,Single-ply,61.5,M-E-M3,106.8,120,,,,,,-207.5,-207.5,-207.5,,,,,,,,,DQ,,,Yes,60-64,UK,,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Gary Prater,M,B,Single-ply,,M-E-M2,73.3,74,,,,,,132.5,140,-145,,140,,,,,,140,1,101.39,101.39,Yes,Unknown,,98.13,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Kevin Bars,M,B,Single-ply,,M-E-M2,86.2,93,,,,,,155,160,-167.5,,160,,,,,,160,1,104.51,104.51,Yes,Unknown,,100.81,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Stewart Cowan,M,B,Single-ply,54.5,M-E-M2,111.6,120,,,,,,210,-220,-220,,210,,,,,,210,1,123.05,148.15,Yes,Unknown,,117.81,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Gary Lovett,M,B,Single-ply,44.5,M-E-M1,93,93,,,,,,165,177.5,185,,185,,,,,,185,1,116.22,121.21,Yes,Unknown,UK,111.91,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Martin Green,M,B,Single-ply,,M-E-M1,104.8,105,,,,,,252.5,-262.5,-262.5,,252.5,,,,,,252.5,1,150.98,150.98,Yes,Unknown,,144.89,BP,21/01/2018,UK,,British Equipped Bench Press Championships
David Wozniak,M,B,Single-ply,,M-E-M1,104.2,105,,,,,,190,197.5,-202.5,,197.5,,,,,,197.5,2,118.34,118.34,Yes,Unknown,,113.58,BP,21/01/2018,UK,,British Equipped Bench Press Championships
James Brincat-Smith,M,B,Single-ply,42.5,M-E-M1,193.4,120,,,,,,185,195,-210,,195,,,,,,195,1,103.9,105.98,Yes,40-44,UK,96.53,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Dylan Davies,M,B,Single-ply,46.5,M-E-M1,127.4,120,,,,,,180,-187.5,,,180,,,,,,180,2,102.19,109.14,Yes,45-49,,97.25,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Aaron Gideon,M,B,Single-ply,37.5,M-E-Snr,64.8,66,,,,,,-165,-165,165,,165,,,,,,165,1,131.55,131.55,Yes,35-39,UK,127.77,BP,21/01/2018,UK,,British Equipped Bench Press Championships
David Murray,M,B,Single-ply,45,M-E-Snr,81.3,83,,,,,,-155,-165,-165,,,,,,,,,DQ,,,Yes,45-49,UK,,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Jason Talbot,M,B,Single-ply,,M-E-Snr,91.6,93,,,,,,160,170,-182.5,,170,,,,,,170,1,107.58,107.58,Yes,Unknown,UK,103.63,BP,21/01/2018,UK,,British Equipped Bench Press Championships
George Seager,M,B,Single-ply,,M-E-Snr,98.6,105,,,,,,190,-195,-195,,190,,,,,,190,1,116.3,116.3,Yes,Unknown,,111.82,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Michael Gibson,M,B,Single-ply,,M-E-Snr,102.1,105,,,,,,-230,-230,-230,,,,,,,,,DQ,,,Yes,Unknown,UK,,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Christopher Farrow,M,B,Single-ply,,M-E-Snr,117.3,120,,,,,,180,190,200,,200,,,,,,200,1,115.62,115.62,Yes,Unknown,,110.45,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Martin Marshall,M,B,Single-ply,30.5,M-E-Snr,113.4,120,,,,,,180,192.5,-205,,192.5,,,,,,192.5,2,112.28,112.28,Yes,24-34,UK,107.42,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Graham Mellor,M,B,Single-ply,23.5,M-E-Snr,166.6,120,,,,,,270,-310,-317.5,,270,,,,,,270,1,147.11,147.11,Yes,Unknown,,138.04,BP,21/01/2018,UK,,British Equipped Bench Press Championships
Jenny Hunter,F,SBD,Single-ply,,F-E-M3,51.9,52,90,100,-107.5,,100,55,60,62.5,,62.5,115,125,132.5,,132.5,295,1,368.31,368.31,Yes,Unknown,,326.49,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Sue Hollands,F,SBD,Single-ply,66.5,F-E-M3,86,84,165,170,175,,175,80,82.5,85,,85,155,162.5,167.5,,167.5,427.5,1,376.9,569.49,Yes,65-69,,328.91,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Michelle Franklin,F,SBD,Single-ply,51.5,F-E-M2,56.3,57,110,120,-130,,120,65,70,-85.5,,70,120,132.5,-137.5,,132.5,322.5,1,377.87,433.42,Yes,50-54,UK,334.2,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Jo Beck,F,SBD,Single-ply,51.5,F-E-M2,71.6,72,110,120,125,,125,62.5,65,67.5,,67.5,127.5,135,142.5,,142.5,335,1,328.19,376.44,Yes,50-54,UK,289.13,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Melissa Wall,F,SBD,Single-ply,51.5,F-E-M2,71.5,72,97.5,105,-107.5,,105,62.5,65,67.5,,67.5,130,135,140,,140,312.5,2,306.44,351.48,Yes,50-54,,269.98,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Jackie Blasbery,F,SBD,Single-ply,,F-E-M2,84,84,130,140,145,,145,95,105,110,,110,160,170,180,,180,435,1,387.91,387.91,Yes,Unknown,,339.12,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Louise Edwards,F,SBD,Single-ply,39.5,F-E-M1,51.4,52,127.5,-135,-135,,127.5,65,70,75,,75,140,-147.5,-147.5,,140,342.5,1,430.81,430.81,Yes,Unknown,UK,382.05,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Catriona Dunca,F,SBD,Single-ply,,F-E-M1,51,52,-107.5,107.5,112.5,,112.5,60,-65,-65,,60,117.5,122.5,127.5,,127.5,300,2,379.62,379.62,Yes,Unknown,,336.77,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Joanne Barnes #1,F,SBD,Single-ply,46.5,F-E-M1,71.2,72,150,157.5,162.5,,162.5,85,90,92.5,,92.5,145,152.5,-155,,152.5,407.5,1,400.73,427.97,Yes,45-49,,353.09,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Wendie Kirkland,F,SBD,Single-ply,,F-E-M1,71,72,130,137.5,145,,145,90,97.5,100,,100,127.5,137.5,-142.5,,137.5,382.5,2,376.86,376.86,Yes,Unknown,UK,332.08,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Catherine Gordon,F,SBD,Single-ply,44.5,F-E-M1,67.9,72,-120,120,127.5,,127.5,80,-85,-85,,80,140,147.5,152.5,,152.5,360,3,365.88,381.61,Yes,Unknown,UK,322.72,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Jennifer Keane,F,SBD,Single-ply,40.5,F-E-M1,77,84,190,205.5,215,,215,92.5,-97.5,97.5,,97.5,170,180,187.5,,187.5,500,1,467.72,467.72,Yes,40-44,UK,410.98,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Kitty Burroughs,F,SBD,Single-ply,41.5,F-E-M1,83,84,150,160,165,,165,80,-85,85,,85,160,170,-175,,170,420,2,376.81,380.58,Yes,40-44,UK,329.7,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Michelle Brand,F,SBD,Single-ply,,F-E-M1,83.2,84,155,-162.5,-162.5,,155,-115,-115,-115,,,,,,,,,DQ,,,Yes,Unknown,,,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Kelly Phasey,F,SBD,Single-ply,41.5,F-E-M1,123.4,84,160,170,-177.5,,170,130,140,150.5,,150.5,155,162.5,170,,170,490.5,1,390.29,394.2,Yes,40-44,UK,330.21,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Emma Goodwin,F,SBD,Single-ply,30.5,F-E-Snr,51.6,52,135,-142.5,142.5,,142.5,60,70,75,,75,160,170,-175,,170,387.5,1,485.96,485.96,Yes,24-34,,430.89,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Linzi Waite,F,SBD,Single-ply,28.5,F-E-Snr,50.6,52,-120,-120,120,,120,-60,60,62.5,,62.5,95,105,112.5,,112.5,295,2,375.55,375.55,Yes,24-34,UK,333.27,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Ellie Steel,F,SBD,Single-ply,,F-E-Snr,57.8,63,175,190,200,,200,127.5,137.5,142.5,,142.5,160,172.5,-182.5,,172.5,515,1,591.12,591.12,Yes,Unknown,UK,522.57,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Sarah Stanhope,F,SBD,Single-ply,24.5,F-E-Snr,62.3,63,-170,177.5,-185,,177.5,85,90,-92.5,,90,145,152.5,157.5,,157.5,425,2,460.32,460.32,Yes,24-34,UK,406.53,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Stephanie Pike,F,SBD,Single-ply,,F-E-Snr,62.8,63,-145,145,-150,,145,70,-75,75,,75,175,185,-190,,185,405,3,436,436,Yes,Unknown,,385.01,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Faye Jordan,F,SBD,Single-ply,35.5,F-E-Snr,61.9,63,130,140,-145,,140,60,80,95,,95,130,140,150,,150,385,4,419.05,419.05,Yes,35-39,UK,370.11,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Shelley Passmore,F,SBD,Single-ply,26.5,F-E-Snr,61.9,63,-150,-150,150,,150,92.5,-97.5,97.5,,97.5,125,135,-137.5,,135,382.5,5,416.33,416.33,Yes,24-34,UK,367.71,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Christie Civetta,F,SBD,Single-ply,25.5,F-E-Snr,71.9,72,170,180,185,,185,100,-107.5,107.5,,107.5,170,-180,-180,,170,462.5,1,451.84,451.84,Yes,24-34,UK,398.01,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Amy Spencer,F,SBD,Single-ply,24.5,F-E-Snr,71.2,72,170,185,190,,190,95,-100,-105,,95,145,155,165,,165,450,2,442.52,442.52,Yes,24-34,,389.91,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Charlie Shotton-Gale,F,SBD,Single-ply,34.5,F-E-Snr,83.8,84,205,-217.5,220,,220,130,140,-145,,140,80,,,,80,440,1,392.83,392.83,Yes,Unknown,UK,343.49,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Laura Berry,F,SBD,Single-ply,35.5,F-E-Snr,95.8,84,185,-192.5,-192.5,,185,155,161,-165.5,,161,175,187.5,-195,,187.5,533.5,1,450.25,450.25,Yes,35-39,UK,388.8,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Emily-Jane Sheppard,F,SBD,Single-ply,19.5,F-E-JR,60.8,63,110,120,-130,,120,-55,-55,55,,55,95,105,115,,115,290,1,320.02,332.83,Yes,Unknown,UK,282.71,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Lucy Hart,F,SBD,Single-ply,22.5,F-E-JR,60.6,63,145,155,160,,160,-77.5,-77.5,-77.5,,,125,135,142.5,,142.5,,DQ,,,Yes,20-23,UK,,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Hannah-Louise Graham,F,SBD,Single-ply,20.5,F-E-JR,71.8,72,105,-110,-110,,105,52.5,57.5,-60,,57.5,-145,160,165,,165,327.5,1,320.25,329.85,Yes,20-23,UK,282.11,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Amelia Maycock,F,SBD,Single-ply,17.5,F-E-SJ,58.1,63,115,-125,,,115,47.5,52.5,55,,55,130,140,-145,,140,310,1,354.38,382.73,Yes,Unknown,UK,313.26,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Peter Barrett,M,SBD,Single-ply,71.5,M-E-M4,64.3,66,-125,125,130,,130,-70,70,72.5,,72.5,140,155,-170,,155,357.5,1,286.89,482.26,Yes,70-74,UK,278.73,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Alan Twigg,M,SBD,Single-ply,,M-E-M4,72.8,74,110,120,130,,130,70,80,85,,85,170,185,190,,190,405,1,294.76,294.76,Yes,Unknown,,285.32,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Stephen Walker,M,SBD,Single-ply,,M-E-M3,73.5,74,200,210,-220,,210,140,150,155,,155,220,235,241,,241,606,1,438.02,438.02,Yes,Unknown,,423.89,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Stan Macrow,M,SBD,Single-ply,68.5,M-E-M3,70,74,155,162.5,,,162.5,75,-80,80,,80,175,185,190,,190,432.5,2,324.11,510.8,Yes,65-69,,314.05,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Karnial Singh,M,SBD,Single-ply,,M-E-M3,79.1,83,190,205,222.5,,222.5,125,132.5,137.5,,137.5,200,215,225,,225,585,1,402.26,402.26,Yes,Unknown,,388.68,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Kevin Jane,M,SBD,Single-ply,,M-E-M3,92.7,93,-220,220,-250,,220,145,150,152.5,,152.5,225,245,-255,,245,617.5,1,388.5,388.5,Yes,Unknown,,374.14,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
John Maxwell,M,SBD,Single-ply,,M-E-M2,65.9,66,100,125,145,,145,135,145,150,,150,200,210,-212.5,,210,505,1,397.02,397.02,Yes,Unknown,,385.4,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Bernard McGurk,M,SBD,Single-ply,49.5,M-E-M2,73.6,74,220,-230,235,,235,132.5,137.5,-142.5,,137.5,242.5,255,267.5,,267.5,640,1,462.14,514.36,Yes,Unknown,UK,447.23,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Allen Ottolangui,M,SBD,Single-ply,,M-E-M2,74,74,200,215,-225,,215,125,130,132.5,,132.5,200,215,-225,,215,562.5,2,404.61,404.61,Yes,Unknown,,391.51,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Doug D'Gama,M,SBD,Single-ply,,M-E-M2,82.1,83,205,220,225,,225,-140,140,150,,150,220,-240,-240,,220,595,1,399.76,399.76,Yes,Unknown,,385.97,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
TS Adewale,M,SBD,Single-ply,52.5,M-E-M2,88,93,180,-215,215,,215,140,152.5,-160,,152.5,220,250,257.5,,257.5,625,1,403.69,470.3,Yes,50-54,,389.21,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
James Mutrie,M,SBD,Single-ply,53.5,M-E-M2,92.2,93,210,220,230,,230,-160,160,-165,,160,210,222.5,235,,235,625,2,394.25,466.79,Yes,50-54,UK,379.72,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Phil Frost,M,SBD,Single-ply,,M-E-M2,117.5,120,225,240,255,,255,190,-200,-200,,190,210,230,-250,,230,675,1,390.04,390.04,Yes,Unknown,,372.6,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
David Charnock,M,SBD,Single-ply,53.5,M-E-M2,118.1,120,-225,-235,-235,,,150,160,170,,170,230,255,-272.5,,255,,DQ,,,Yes,50-54,,,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
Shaun Haynes,M,SBD,Single-ply,,M-E-M1,82.6,83,250,-255,,,250,100,-180,180,,180,220,230,-240,,230,660,1,441.82,441.82,Yes,Unknown,UK,426.52,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
George Millar,M,SBD,Single-ply,,M-E-M1,81.9,83,190,-205,210,,210,130,135,-137.5,,135,215,230,-240,,230,575,2,386.89,386.89,Yes,Unknown,,373.56,BP,20/01/2018,UK,,British Equipped Powerlifting Championships
